glossary_id,term,category,definition,tkdl_original_term,source_url,verification_status
GLOS-0189,Kṣāra Karma,¹alya,"The term refers to application of K¾¢ra (caustics and alkaline preparations) both externally (Pratis¢ra´¤ya) as well as internally (P¢n¤ya). It is regarded as a parasurgical measure in ¡yurveda. It is more effective than the use of surgical instruments and their substitutes, as it is not only capable of excision (Chedana), incision (Bhedana) and scraping (Lekhana), but also counteracts the vitiation of three Do¾a. It comprehends multiple qualities of many drugs. K¾¢ra Karma is capable of destroying the dead tissue and helps in regeneration of tissues.  External application is indicated in treatment of skin disorders, piles and fistula while internal administration is digestive and laxative and is used for intestinal obstruction, enlargement of liver and spleen and urinary calculus.",K¾¢ra Karma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0190,Kṣāra Sūtra,¹alya,"A medicated thread impregnated with paste of turmeric powder (Haridr¢ C¦r´a) and latex of Euphorbia nerifolia (Snuh¤ K¾¤ra) which is used in an  ¡yurvedika parasurgical procedure that offers effective, ambulatory and safe alternative treatment for disorders like fistula (Bhagandara) and piles (Arºa). Application of this thread helps in excision as well as healing of the unhealthy tissue and the swollen veins.",K¾¢ra S¦tra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0191,Kṣaya,Roga Nid¢na,"Literally the term stands for loss/ reduction/ atrophy. Antagonist to V¨ddhi, the term signifies the loss and reduction of the body tissues. Ancient texts of ¡yurveda mention detailed sign & symptoms of the V¨ddh¤ and Kshya of Do¾a & Dh¢tu. Specifically the term also refers to tuberculosis in ¡yurveda as the disease is characterised by wasting and atrophy of the bodily tissues. See R¢jayak¾m¢ also.",K¾aya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0192,Kṣaudra,Dravyagu´a,"One of the eight varieties of honey (Madhu), classified on the basis of source, i.e. the honeybee from which it is obtained and the colour. It is produced by brown coloured honeybee (Apies florae). It has been specifically mentioned for use in diabetes which has also mentioned as K¾audra Meha in ancient texts. Other types of Madhu include: M¢k¾ika, Bhr¢mara, Pautika, Chatraka, ¡rghya, Aud¢laka, D¢la.",K¾audra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0193,Kṣ¤ra,Dravyagu´a,"Sa¼sk¨ta term for Milk. Milk of eight animals have been specifically mentioned for use in ¡yurvedika formulations and are collectively termed as Ashta K¾¤ra. These include- cow, buffalo, goat, sheep, elephant, horse, camel and woman.. Milk is used as the chief ingredient in many therapeutic procedures as suggested by the name, e.g.  K¾¤ra Basti, K¾¤ra Dh¢r¢ etc. This term is also used for latex of medicinal herbs",K¾¤ra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0194,Kṣ¤ra Pāka,Bhai¾ajya Kalpan¢,"Pharmaceutical preparation which is medicated milk prepared by boiling one part of a prescribed drug with eight parts of milk and thirty two parts of water till only milk remains and water is evaporated. Such preparation helps to combat the unwanted effects of the drug e.g.  Arjuna (Terminalia arjuna (Roxb.) Bedd.), freely used in cardiac disorders is dry but Arjuna K¾¤rap¢ka is not as dry as the drug.",K¾¤ra P¢ka,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0195,Kṣudra,Roga Nid¢na,"Literally the term stands for small. A group of disorders has been mentioned in ancient texts which have ill defined pathology and insufficient description of signs and symptoms. Such disorders have been collectively referred as K¾udra Roga. For example, Aru¼¾ik¢ (dandruff), Cippa (nail bed abscess).",K¾udra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0196,Kuṣ°ha,Roga Nid¢na,"Literally the term means which damages the tissues. It is a common term for skin disorders specially leprosy as the disease causes disfiguration, discolouration and brings disgrace to the bearer. It destroys the tissues and results in even loss of the body parts.",Ku¾°ha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0197,Ku°¤prāveṇika,K¢ya Cikits¢,"Indoor rejuvenative procedure. A type of Ras¢yana therapy, i.e. rejuvenative measure which involves the admission of the patient into a specially designed cottage. Particular Ras¢yana drugs have been mentioned which are to be administered through this method only.",Ku°¤pr¢veºika,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0198,Kvātha,Bhai¾ajya Kalpan¢,"The term refers to decoction, one of the five basic formulations (Pa®cavidha Ka¾¢ya Kalpan¢),  where one part of the selected drug or drugs is boiled over moderate fire (Madhyam¢gni) in an open vessel with four, eight or sixteen parts of water (as specified) untill one quarter of the water remains. Thereafter the decoction is strained through a piece of cloth. Before being added to water, the drugs are coarsely powdered and soaked in water overnight. The quantity of water is dependent on the physical properties of the constituent drugs, i.e. soft, medium or hard. It may be administered as such or used for preparation of secondary formulations like Avaleha, Gh¨ta and Taila etc.",Kv¢tha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0199,Laghu,Dravyagu´a,"The term literally refers to lightness.One of the twenty physico-pharmacological qualities of the drugs mentioned in ¡yurvedika pharmacology, It is the property of ¡k¢ºa. The drugs having the property promote the digestive fire, are easy to digest, increase metabolism in the body constituents and thus keep the body energetic and active.",Laghu,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0200,Laghutray¤,Sa¼hit¢,"The three short or easy ancient texts namely M¢dhava Nid¢na, Bh¢vaprak¢ºa Sa¼hit¢ and ¹¢r¬gadhara Sa¼hit¢ are collectively referred to as Laghutray¤. The texts are of primary importance in ¡yurveda and deal with important information about diagnosis of disease, drugs of plant or mineral origin and preparation of different fomulations, e.g. decoction, powder, tablets etc in concise form.",Laghutray¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0201,Lakṣaīa,Roga Nid¢na,"Literally the term stands for characterstics/ aspect / definition/ condition or mark. The term specifically refers to the indicators of the disease in ¡yurvedika pathology. As for diagnosis of the disease, the signs as well as symptoms are regarded as the indicators. The symptoms are the subjective ones which are expressed by the patient while the sign refers to the physical characterstics observed by the physician during examination of the patient. The term Lak¾a´a' specifically refers to the Symptoms.",Lak¾a´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0202,La¬ghana,K¢ya Cikits¢,"Fasting, reducing or lightening therapies. One of the six preparatory procedures (Upakrama) mentioned in ¡yurveda. It embodies techniques and procedures that reduce, eliminate, calm and purify. Such procedures reduce the body bulk. It includes four eliminative (Sa¼ºodhana) procedures namely Vamana, Virecana, Nir¦ha Basti and Nasya; intake of light food (Laghu Bhojana); administration of digestive drugs (P¢cana); fasting (Upav¢sa); exercise (Vy¢y¢ma); exposure to sunlight and fresh air (M¢ruta & ¡tapa); control of thirst (T¨¾´¢). It is the prescribed therapeutic measure for treatment of ¡ma. See B¨ha¼´a and Apatarpa´a also.",La¬ghana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0203,Lasikā,Racan¢ ¹¢r¤ra,Fluid in the body which resides in between the skin (Tvak) and muscle tissues (M¢¼sa). The term refers to sebaceous secretions. It has been mentioned as the site of Pitta and is the vitiated factor (D¦¾ya) in many disorders e.g. Prameha (urinary disorders /polyurea) and Ku¾°ha.,Lasik¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0204,Lauha,Rasaº¢stra,"A term used for metals in general or pharmaceutical preparations containing Loha Bhasma as the main ingredient, e.g. Saptam¨ta Lauha.",Lauha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0205,Lavaīa,Dravyagu´a,"Sa¼sk¨ta term for salty taste. It is the slightly heating and hydrophilic in nature and improves appetite, digestion, cleanses the blocked channels and aids in circulation. It adds relish to food and activates flow of saliva and gastric juices. It helps in strenthening of tissues but depletes the tissues when used in excess. Composed of elements like Jala and Agni, it increases Kapha and Pitta while pacifies the vitiated V¢ta. If taken in excess, it causes burning sensation, high blood pressure, impotency, baldness, wrinkles and itching. See Rasa also.",Lava´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0206,Lavaīa/,Bhai¾ajya Kalpan¢,"Literally meaning salt, the term specifically refers to the salts extensively used in ¡yurvedika formulations. Both naturally ocurring and artificially prepared salts are used in pharmaceutical preparations. Lava´as are used both as drugs and as adjuncts. Most commonly used Lava´as have been colllectively mentioned as  Pa®aca Lava´a' which are  appetisers, digestives, purifiers and softening.",Lava´a/,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0207,Leha,Bhai¾ajya Kalpan¢,See Avaleha.,Leha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0208,Lekhana,Dravyagu´a,"Means to scrape. it is one of the pharmacological actions of the drug.The term is used for the drugs/herbs which scrape the waste residues and clear the system of deranged constituents. The drugs having such action are bitter (Tikta) and pungent (Ka°u) in nature. For example, Guggulu (Commiphora wightti), turmeric (Curcuma longa) and Vac¢ (Acorus calamus).",Lekhana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0209,Lekhana,¹alya,"One of the eight surgical procedures (¹astra Karma) in ancient texts; the term refers to scraping or scooping. It is used for hard ulcerative lesions with thick rolled margins, which have a tendency to crack repeatedly and have raised granulating surface. It is carried out to promote healing in a chronic, non healing ulcer and  to remove tartar from teeth etc.",Lekhana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0210,Lekhan¤ya,Dravyagu´a,"The one which has the therapeutic action of Lekhana.One of the fifty Mah¢ka¾¢ya by Caraka, it includes a group of herbs that scrape away the excess tissue, excess secretion or any obstruction.The drugs enkindle the digestive fire and pacify the Kapha Do¾a.The drugs in this group include: Musta (Cyperus rotundus Linn. / Cyperus scariosus R. Br. / Cyperus arundinaceum Baker), Ku¾°ha (Saussurea lappa Clarke), Haridr¢ (Curcuma longa), D¢ru Haridr¢ (Berberis asiatica Roxb.), Vac¢ (Acorus calamus Linn), Ativi¾¢ (Aconitum heterophyllum Wall. ex Royle), Ka°uki (Picrorrhiza kurroa), Citraka (Plumbago zeylanica Linn), Cirabilva (Holoptelea integrifolia (Roxb.) Planch), Haimavat¤ (Paris polyphylla Sm).",Lekhan¤ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,unmapped_high_bytes_present
GLOS-0211,Lepa,Bhai¾ajya Kalpan¢,"Medicines in the form of paste used for external application. The drugs made into a fine powder are mixed with some fluid medium indicated in each preparation and made into a soft paste. The media used for mixing include water, cow's urine, oil, Gh¨ta etc. Different types of Lepa have been mentioned in ¡yurveda for use.",Lepa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0212,Loha,Rasaº¢stra,"Sa¼sk¨ta term for the iron metal or metals in general. Depending upon the qualities and the therapeutic values, three types of iron have been mentioned in our ancient texts: Mu´²a, T¤k¾´a and K¢nta.",Loha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0213,Maharasa,Rasaº¢stra,"A group of eight superior minerals viz Abraka(Mica), Vaikranta(Tourmaline), Maksika(Copper pyrite), Vimala(Iron pyrite), Silajatu(Black Bitumen), Tuttha(Blue Vitriol), Capala(Bismuth ore) and Rasaka(Calamine) which are used extensively in Ayurveda.",Maharasa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0214,Māṛsa,Racan¢ ¹¢r¤ra,"Sa¼sk¨ta term for flesh. It is the third among the seven bodily constituents (Dh¢tu), derived from Rakta Dh¢tu and is precursor of the Med¢ Dh¢tu. Comprable to the muscular tissue in the body, it provides physical strength, covers the bones and nourishes the fat tissues. It contributes to the bulk of the body. Among the diseases caused by its vitiation, important ones are cervical adenitis, goitre, granulomas and tumours.",M¢¼sa,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0215,Mānasa Doṣa,¹¢r¤rakriy¢/ Maulika Siddh¢nta,"Psychic factors responsible for mental disorders. Of the Trigu´a, only Satva Gu´a (Balance of Harmony) is regarded as Gu´a, while Raja (Stimulator) and Tama (Inhibitor) are the Do¾a. These are the psychopathogenetic factors which affect mind and produce mental disorders.",M¢nasa Do¾a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0216,Māraīa,Rasaº¢stra,Literally means ''killing'. It refers to the processing of metals and minerals through oxidation in ¡yurveda which renders these substances to Bhasma (ash powders) useful for medicinal purpose.The process converts these substances into microfined forms/compounds which can be easily absorbed and assimilated into the system without exhibiting any harmful side effects.The process involves grinding /triturating the purified metals and minerals with herbal juices and heating at high temperatures in furnaces for several times. It enhances the natural properties of the metals and minerals and introduces new properties into these substances.,M¢ra´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
